bought_id,product_name,buy_date,buy_price,expiration_date,sold_id,sell_date,sell_price,status
1,banana,2022-09-01,0.25,2022-09-08,11.0,2022-09-01,0.7,sold
170,cookie,2022-09-01,0.5,2022-10-01,136.0,2022-09-06,1.0,sold
171,cookie,2022-09-01,0.5,2022-10-01,137.0,2022-09-06,1.0,sold
172,cookie,2022-09-01,0.5,2022-10-01,138.0,2022-09-06,1.0,sold
173,cookie,2022-09-01,0.5,2022-10-01,139.0,2022-09-06,1.0,sold
174,cookie,2022-09-01,0.5,2022-10-01,140.0,2022-09-06,1.0,sold
175,cookie,2022-09-01,0.5,2022-10-01,148.0,2022-09-07,1.0,sold
176,cookie,2022-09-01,0.5,2022-10-01,149.0,2022-09-07,1.0,sold
177,cookie,2022-09-01,0.5,2022-10-01,150.0,2022-09-07,1.0,sold
178,cookie,2022-09-01,0.5,2022-10-01,151.0,2022-09-07,1.0,sold
179,cookie,2022-09-01,0.5,2022-10-01,152.0,2022-09-07,1.0,sold
385,cake,2022-09-04,5.0,2022-09-08,153.0,2022-09-07,7.0,sold
384,cake,2022-09-04,5.0,2022-09-08,105.0,2022-09-06,7.0,sold
383,cake,2022-09-04,5.0,2022-09-08,104.0,2022-09-06,7.0,sold
382,cake,2022-09-04,5.0,2022-09-08,103.0,2022-09-06,7.0,sold
381,cake,2022-09-04,5.0,2022-09-08,102.0,2022-09-04,7.0,sold
251,milk,2022-09-01,1.1,2022-09-14,76.0,2022-09-04,1.85,sold
252,milk,2022-09-01,1.1,2022-09-14,77.0,2022-09-04,1.85,sold
253,milk,2022-09-01,1.1,2022-09-14,78.0,2022-09-04,1.85,sold
254,milk,2022-09-01,1.1,2022-09-14,79.0,2022-09-04,1.85,sold
255,milk,2022-09-01,1.1,2022-09-14,80.0,2022-09-04,1.85,sold
256,milk,2022-09-01,1.1,2022-09-14,131.0,2022-09-06,1.85,sold
169,cookie,2022-09-01,0.5,2022-10-01,75.0,2022-09-04,1.0,sold
168,cookie,2022-09-01,0.5,2022-10-01,74.0,2022-09-04,1.0,sold
167,cookie,2022-09-01,0.5,2022-10-01,73.0,2022-09-04,1.0,sold
166,cookie,2022-09-01,0.5,2022-10-01,72.0,2022-09-04,1.0,sold
105,tomato,2022-09-01,0.2,2022-09-08,119.0,2022-09-06,0.65,sold
106,tomato,2022-09-01,0.2,2022-09-08,120.0,2022-09-06,0.65,sold
107,tomato,2022-09-01,0.2,2022-09-08,121.0,2022-09-06,0.65,sold
108,tomato,2022-09-01,0.2,2022-09-08,122.0,2022-09-06,0.65,sold
109,tomato,2022-09-01,0.2,2022-09-08,123.0,2022-09-06,0.65,sold
110,tomato,2022-09-01,0.2,2022-09-08,124.0,2022-09-06,0.65,sold
111,tomato,2022-09-01,0.2,2022-09-08,125.0,2022-09-06,0.65,sold
151,cookie,2022-09-01,0.5,2022-10-01,38.0,2022-09-03,0.75,sold
152,cookie,2022-09-01,0.5,2022-10-01,39.0,2022-09-03,0.75,sold
153,cookie,2022-09-01,0.5,2022-10-01,40.0,2022-09-03,0.75,sold
257,milk,2022-09-01,1.1,2022-09-14,132.0,2022-09-06,1.85,sold
154,cookie,2022-09-01,0.5,2022-10-01,41.0,2022-09-03,0.75,sold
156,cookie,2022-09-01,0.5,2022-10-01,43.0,2022-09-03,0.75,sold
157,cookie,2022-09-01,0.5,2022-10-01,44.0,2022-09-03,0.75,sold
158,cookie,2022-09-01,0.5,2022-10-01,45.0,2022-09-03,0.75,sold
316,coffee,2022-09-01,2.0,2023-09-14,81.0,2022-09-04,2.5,sold
160,cookie,2022-09-01,0.5,2022-10-01,47.0,2022-09-03,0.75,sold
161,cookie,2022-09-01,0.5,2022-10-01,48.0,2022-09-03,0.75,sold
162,cookie,2022-09-01,0.5,2022-10-01,49.0,2022-09-03,0.75,sold
163,cookie,2022-09-01,0.5,2022-10-01,50.0,2022-09-03,0.75,sold
164,cookie,2022-09-01,0.5,2022-10-01,51.0,2022-09-03,0.75,sold
165,cookie,2022-09-01,0.5,2022-10-01,71.0,2022-09-04,1.0,sold
155,cookie,2022-09-01,0.5,2022-10-01,42.0,2022-09-03,0.75,sold
258,milk,2022-09-01,1.1,2022-09-14,133.0,2022-09-06,1.85,sold
259,milk,2022-09-01,1.1,2022-09-14,134.0,2022-09-06,1.85,sold
260,milk,2022-09-01,1.1,2022-09-14,135.0,2022-09-06,1.85,sold
294,bread,2022-09-01,1.0,2022-09-14,60.0,2022-09-03,1.2,sold
295,bread,2022-09-01,1.0,2022-09-14,61.0,2022-09-03,1.2,sold
296,bread,2022-09-01,1.0,2022-09-14,62.0,2022-09-03,1.2,sold
297,bread,2022-09-01,1.0,2022-09-14,63.0,2022-09-03,1.2,sold
298,bread,2022-09-01,1.0,2022-09-14,64.0,2022-09-03,1.2,sold
299,bread,2022-09-01,1.0,2022-09-14,65.0,2022-09-03,1.2,sold
300,bread,2022-09-01,1.0,2022-09-14,66.0,2022-09-04,1.2,sold
301,bread,2022-09-01,1.0,2022-09-14,67.0,2022-09-04,1.2,sold
302,bread,2022-09-01,1.0,2022-09-14,68.0,2022-09-04,1.2,sold
303,bread,2022-09-01,1.0,2022-09-14,69.0,2022-09-04,1.2,sold
293,bread,2022-09-01,1.0,2022-09-14,59.0,2022-09-03,1.2,sold
304,bread,2022-09-01,1.0,2022-09-14,70.0,2022-09-04,1.2,sold
306,bread,2022-09-01,1.0,2022-09-14,155.0,2022-09-07,1.2,sold
307,bread,2022-09-01,1.0,2022-09-14,156.0,2022-09-07,1.2,sold
308,bread,2022-09-01,1.0,2022-09-14,157.0,2022-09-07,1.2,sold
319,coffee,2022-09-01,2.0,2023-09-14,84.0,2022-09-04,2.5,sold
318,coffee,2022-09-01,2.0,2023-09-14,83.0,2022-09-04,2.5,sold
311,coffee,2022-09-01,2.0,2023-09-14,1.0,2022-09-01,3.0,sold
