bought_id,product_name,buy_date,buy_price,expiration_date,sold_id,sell_date,sell_price,status
1850,beer,2022-10-03,0.75,2022-12-31,1101.0,2022-10-04,5.5,sold
1852,beer,2022-10-03,0.75,2022-12-31,1103.0,2022-10-04,5.5,sold
1851,beer,2022-10-03,0.75,2022-12-31,1102.0,2022-10-04,5.5,sold
1744,coffee,2022-09-23,0.89,2023-10-23,1137.0,2022-10-04,1.5,sold
1849,beer,2022-10-03,0.75,2022-12-31,1100.0,2022-10-04,5.5,sold
1848,beer,2022-10-03,0.75,2022-12-31,1099.0,2022-10-04,5.5,sold
1460,apple,2022-09-21,0.2,2022-12-12,1117.0,2022-10-04,0.5,sold
1796,cookie,2022-10-03,0.25,2022-12-13,1128.0,2022-10-04,0.5,sold
1795,cookie,2022-10-03,0.25,2022-12-13,1127.0,2022-10-04,0.5,sold
1794,cookie,2022-10-03,0.25,2022-12-13,1126.0,2022-10-04,0.5,sold
1793,cookie,2022-10-03,0.25,2022-12-13,1125.0,2022-10-04,0.5,sold
1792,cookie,2022-10-03,0.25,2022-12-13,1124.0,2022-10-04,0.5,sold
1791,cookie,2022-10-03,0.25,2022-12-13,1123.0,2022-10-04,0.5,sold
1790,cookie,2022-10-03,0.25,2022-12-13,1122.0,2022-10-04,0.5,sold
1789,cookie,2022-10-03,0.25,2022-12-13,1121.0,2022-10-04,0.5,sold
1788,cookie,2022-10-03,0.25,2022-12-13,1120.0,2022-10-04,0.5,sold
1787,cookie,2022-10-03,0.25,2022-12-13,1119.0,2022-10-04,0.5,sold
1459,apple,2022-09-21,0.2,2022-12-12,1116.0,2022-10-04,0.5,sold
1458,apple,2022-09-21,0.2,2022-12-12,1115.0,2022-10-04,0.5,sold
1457,apple,2022-09-21,0.2,2022-12-12,1114.0,2022-10-04,0.5,sold
1456,apple,2022-09-21,0.2,2022-12-12,1113.0,2022-10-04,0.5,sold
1455,apple,2022-09-21,0.2,2022-12-12,1112.0,2022-10-04,0.5,sold
1454,apple,2022-09-21,0.2,2022-12-12,1111.0,2022-10-04,0.5,sold
1453,apple,2022-09-21,0.2,2022-12-12,1110.0,2022-10-04,0.5,sold
1452,apple,2022-09-21,0.2,2022-12-12,1109.0,2022-10-04,0.5,sold
1737,coffee,2022-09-23,0.89,2023-10-23,1130.0,2022-10-04,1.5,sold
1738,coffee,2022-09-23,0.89,2023-10-23,1131.0,2022-10-04,1.5,sold
1739,coffee,2022-09-23,0.89,2023-10-23,1132.0,2022-10-04,1.5,sold
1740,coffee,2022-09-23,0.89,2023-10-23,1133.0,2022-10-04,1.5,sold
1741,coffee,2022-09-23,0.89,2023-10-23,1134.0,2022-10-04,1.5,sold
1853,beer,2022-10-03,0.75,2022-12-31,1104.0,2022-10-04,5.5,sold
1742,coffee,2022-09-23,0.89,2023-10-23,1135.0,2022-10-04,1.5,sold
1854,beer,2022-10-03,0.75,2022-12-31,1105.0,2022-10-04,5.5,sold
1856,beer,2022-10-03,0.75,2022-12-31,1107.0,2022-10-04,5.5,sold
1745,coffee,2022-09-23,0.89,2023-10-23,1138.0,2022-10-04,1.5,sold
1726,coffee,2022-09-23,0.89,2023-10-23,1079.0,2022-10-04,10.0,sold
1727,coffee,2022-09-23,0.89,2023-10-23,1080.0,2022-10-04,10.0,sold
1728,coffee,2022-09-23,0.89,2023-10-23,1081.0,2022-10-04,10.0,sold
1729,coffee,2022-09-23,0.89,2023-10-23,1082.0,2022-10-04,10.0,sold
1730,coffee,2022-09-23,0.89,2023-10-23,1083.0,2022-10-04,10.0,sold
1731,coffee,2022-09-23,0.89,2023-10-23,1084.0,2022-10-04,10.0,sold
1732,coffee,2022-09-23,0.89,2023-10-23,1085.0,2022-10-04,10.0,sold
1733,coffee,2022-09-23,0.89,2023-10-23,1086.0,2022-10-04,10.0,sold
1855,beer,2022-10-03,0.75,2022-12-31,1106.0,2022-10-04,5.5,sold
1735,coffee,2022-09-23,0.89,2023-10-23,1088.0,2022-10-04,10.0,sold
1736,coffee,2022-09-23,0.89,2023-10-23,1129.0,2022-10-04,1.5,sold
1734,coffee,2022-09-23,0.89,2023-10-23,1087.0,2022-10-04,10.0,sold
